nombre_campo,longitud,tipo,nemónico,catálogo,rango_claves
"Pregunta H18B.21 ¿Usa usted equipo o aparatos tales como bastón, caminador, o silla de ruedas al acostarse y levantarse de la cama?",1,C,h18b_21,h18b_21,"1,2,8,9"
Pregunta H18C01.21 ¿Qué equipo utiliza al acostarse y levantarse de la cama? - Barandilla,1,C,h18c01_21,h18c01_21,"0,1"
Pregunta H18C02.21 ¿Qué equipo utiliza al acostarse y levantarse de la cama? - Andadera,1,C,h18c02_21,h18c02_21,"0,1"
Pregunta H18C03.21 ¿Qué equipo utiliza al acostarse y levantarse de la cama? - Bastón,1,C,h18c03_21,h18c03_21,"0,1"
Pregunta H18C04.21 ¿Qué equipo utiliza al acostarse y levantarse de la cama? - Muletas,1,C,h18c04_21,h18c04_21,"0,1"
Pregunta H18C05.21 ¿Qué equipo utiliza al acostarse y levantarse de la cama? - Zapatos ortopédicos,1,C,h18c05_21,h18c05_21,"0,1"
Pregunta H18C06.21 ¿Qué equipo utiliza al acostarse y levantarse de la cama? - Abrazadera,1,C,h18c06_21,h18c06_21,"0,1"
Pregunta H18C07.21 ¿Qué equipo utiliza al acostarse y levantarse de la cama? - Prótesis,1,C,h18c07_21,h18c07_21,"0,1"
Pregunta H18C08.21 ¿Qué equipo utiliza al acostarse y levantarse de la cama? - Oxígeno/respirador,1,C,h18c08_21,h18c08_21,"0,1"
Pregunta H18C09.21 ¿Qué equipo utiliza al acostarse y levantarse de la cama? - Muebles/paredes,1,C,h18c09_21,h18c09_21,"0,1"
Pregunta H18C10.21 ¿Qué equipo utiliza al acostarse y levantarse de la cama? - Silla de ruedas/carrito,1,C,h18c10_21,h18c10_21,"0,1"
Pregunta H18C11.21 ¿Qué equipo utiliza al acostarse y levantarse de la cama? - OTRO,1,C,h18c11_21,h18c11_21,"0,1"
Pregunta H18C88.21 ¿Qué equipo utiliza al acostarse y levantarse de la cama? - NO RESPONDE,1,C,h18c88_21,h18c88_21,"0,1"
Pregunta H18C99.21 ¿Qué equipo utiliza al acostarse y levantarse de la cama? - NO SABE,1,C,h18c99_21,h18c99_21,"0,1"
Pregunta H18D.21 ¿Alguien le ayuda a usted al acostarse y levantarse de la cama?,1,C,h18d_21,h18d_21,"1,2,8,9"
"Pregunta H19A.21 Por favor dígame si tiene alguna dificultad con cada una de las actividades que le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad al usar el excusado, incluyendo subirse y bajarse o ponerse en cuclillas?",1,C,h19a_21,h19a_21,"1,2,6..9"
"Pregunta H19D.21 ¿Alguien le ayuda a usted al usar el excusado, incluyendo subirse y bajarse o ponerse en cuclillas?",1,C,h19d_21,h19d_21,"1,2,8,9"
Pregunta H22.1.21 ¿Qué parentesco tiene (NOMBRE) con usted?,2,C,h22_1_21,h22_1_21,"01...08,88,99"
"Pregunta H23.1.21 Por favor, dígame quién o quiénes son los que le ayudan más seguido con esas actividades. - NÚMERO DE REGISTRO",3,C,h23_1_21,h23_1_21,"010...214,666"
"Pregunta H24.1.21 Durante el mes pasado, ¿como cuántos días le ayudó (NOMBRE)?",2,C,h24_1_21,h24_1_21,"01...30,88,99"
"Pregunta H25.1.21 En los días que (NOMBRE) le ayuda, ¿como cuántas horas por día le ayuda?",2,C,h25_1_21,h25_1_21,"01...24,88,99"
Pregunta H22.2.21 ¿Qué parentesco tiene (NOMBRE) con usted?,2,C,h22_2_21,h22_2_21,"01...08,88,99"
"Pregunta H23.2.21 Por favor, dígame quién o quiénes son los que le ayudan más seguido con esas actividades. - NÚMERO DE REGISTRO",3,C,h23_2_21,h23_2_21,"010...214,666"
"Pregunta H24.2.21 Durante el mes pasado, ¿como cuántos días le ayudó (NOMBRE)?",2,C,h24_2_21,h24_2_21,"01...30,88,99"
"Pregunta H25.2.21 En los días que (NOMBRE) le ayuda, ¿como cuántas horas por día le ayuda?",2,C,h25_2_21,h25_2_21,"01...24,88,99"
Pregunta H22.3.21 ¿Qué parentesco tiene (NOMBRE) con usted?,2,C,h22_3_21,h22_3_21,"01...08,88,99"
"Pregunta H23.3.21 Por favor, dígame quién o quiénes son los que le ayudan más seguido con esas actividades. - NÚMERO DE REGISTRO",3,C,h23_3_21,h23_3_21,"010...219,666"
"Pregunta H24.3.21 Durante el mes pasado, ¿como cuántos días le ayudó (NOMBRE)?",2,C,h24_3_21,h24_3_21,"01...30,88,99"
"Pregunta H25.3.21 En los días que (NOMBRE) le ayuda, ¿como cuántas horas por día le ayuda?",2,C,h25_3_21,h25_3_21,"01...24,88,99"
"Pregunta H26A.21 Ahora voy a mencionar otras actividades. Por favor dígame si tiene alguna dificultad con las actividades que yo le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad en preparar una comida caliente?",1,C,h26a_21,h26a_21,"1,2,6...9"
Pregunta H26B.21 ¿Esto es debido a un problema de salud?,1,C,h26b_21,h26b_21,"1,2,8,9"
Pregunta H26C.21 ¿Alguien le ayuda a usted en preparar una comida caliente?,1,C,h26c_21,h26c_21,"1,2,8,9"
"Pregunta H27A.21  Ahora voy a mencionar otras actividades. Por favor dígame si tiene alguna dificultad con las actividades que yo le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad en hacer compras de víveres/mandado?",1,C,h27a_21,h27a_21,"1,2,6...9"
Pregunta H27B.21 ¿Esto es debido a un problema de salud?,1,C,h27b_21,h27b_21,"1,2,8,9"
Pregunta H27C.21 ¿Alguien le ayuda a usted en hacer compras de víveres/mandado?,1,C,h27c_21,h27c_21,"1,2,8,9"
"Pregunta H28A.21 Ahora voy a mencionar otras actividades. Por favor dígame si tiene alguna dificultad con las actividades que yo le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad en tomar sus medicamentos (si toma alguno o tuviera que tomar alguno)?",1,C,h28a_21,h28a_21,"1,2,6...9"
Pregunta H28B.21 ¿Esto es debido a un problema de salud?,1,C,h28b_21,h28b_21,"1,2,8,9"
Pregunta H28C.21 ¿Alguien le ayuda a usted en tomar sus medicamentos (si toma alguno o tuviera que tomar alguno)?,1,C,h28c_21,h28c_21,"1,2,8,9"
"Pregunta H29A.21 Ahora voy a mencionar otras actividades. Por favor dígame si tiene alguna dificultad con las actividades que yo le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad para manejar su dinero?",1,C,h29a_21,h29a_21,"1,2,6...9"
Pregunta H29B.21 ¿Esto es debido a un problema de salud?,1,C,h29b_21,h29b_21,"1,2,8,9"
Pregunta H29C.21 ¿Alguien le ayuda a usted para manejar su dinero?,1,C,h29c_21,h29c_21,"1,2,8,9"
Pregunta H32.1.21 ¿Qué parentesco tiene (NOMBRE) con usted?,2,C,h32_1_21,h32_1_21,"01...08,88,99"
"Pregunta H33.1.21 Por favor, dígame quién o quiénes son los que le ayudan más seguido con esas actividades. - NÚMERO DE REGISTRO",3,C,h33_1_21,h33_1_21,"010...222,666"
"Pregunta H34.1.21 Durante el mes pasado, ¿como cuántos días le ayudó (NOMBRE)?",2,C,h34_1_21,h34_1_21,"01...30,88,99"
"Pregunta H35.1.21 En los días que (NOMBRE) le ayuda, ¿como cuántas horas por día le ayuda?",2,C,h35_1_21,h35_1_21,"01...24,88,99"
Pregunta H32.2.21 ¿Qué parentesco tiene (NOMBRE) con usted?,2,C,h32_2_21,h32_2_21,"01...08,88,99"
"Pregunta H33.2.21 Por favor, dígame quién o quiénes son los que le ayudan más seguido con esas actividades. - NÚMERO DE REGISTRO",3,C,h33_2_21,h33_2_21,"010...219,666"
"Pregunta H34.2.21 Durante el mes pasado, ¿como cuántos días le ayudó (NOMBRE)?",2,C,h34_2_21,h34_2_21,"01...30,88,99"
"Pregunta H35.2.21 En los días que (NOMBRE) le ayuda, ¿como cuántas horas por día le ayuda?",2,C,h35_2_21,h35_2_21,"01...24,88,99"
Pregunta H32.3.21 ¿Qué parentesco tiene (NOMBRE) con usted?,2,C,h32_3_21,h32_3_21,"01...08,88,99"
"Pregunta H33.3.21 Por favor, dígame quién o quiénes son los que le ayudan más seguido con esas actividades. - NÚMERO DE REGISTRO",3,C,h33_3_21,h33_3_21,"010...211,666"
"Pregunta H34.3.21 Durante el mes pasado, ¿como cuántos días le ayudó (NOMBRE)?",2,C,h34_3_21,h34_3_21,"01...30,88,99"
"Pregunta H35.3.21 En los días que (NOMBRE) le ayuda, ¿como cuántas horas por día le ayuda?",2,C,h35_3_21,h35_3_21,"01...24,88,99"
"Pregunta H20.21 Revisa las actividades H.15 a H.19, registra si en la pregunta D el entrevistado recibe ayuda (sí = 1) con al menos una actividad",1,C,h20_21,h20_21,"1,2"
"Pregunta H30.21 Entrevistador: revisa las actividades H.26 a H.29, registra si en la pregunta C el entrevistado recibe ayuda (si = 1) con al menos una actividad",1,C,h30_21,h30_21,"1,2"
Pregunta I1.21 Registra si se trata de entrevista de seguimiento o de nueva persona,1,C,i1_21,i1_21,"1,2"
Pregunta I2.21 ¿Alguna vez en su vida ha tenido o realizado un trabajo por el que recibió un pago o ganancia?,1,C,i2_21,i2_21,"1,2,8,9"
"Pregunta I3.21 ¿Alguna vez en su vida ayudó en un negocio, granja, rancho o parcela sin recibir un pago o ganancia?",1,C,i3_21,i3_21,"1,2,8,9"
Pregunta I4.1.21 ¿En qué año o a qué edad comenzó usted su primer trabajo? - AÑO,4,C,i4_1_21,i4_1_21,"1973...2021,8888,9999"
Pregunta I4.2.21 ¿En qué año o a qué edad comenzó usted su primer trabajo? - EDAD,2,C,i4_2_21,i4_2_21,"08...54,88,99"
Pregunta I5.21 ¿Como cuánto tiempo en total ha trabajado (trabajó) recibiendo pago o ganancia a lo largo de su vida?,2,C,i5_21,i5_21,"00...60,87,88,99"
Pregunta I6C.21 Ocupación,4,C,i6c_21,,1003...9999
"Pregunta I7.21 En ese trabajo principal, la mayor parte del tiempo ¿usted ha sido (era)…?",2,C,i7_21,i7_21,"01...08,88,99"
"Pregunta I8.21 Ese trabajo principal, ¿usted lo realiza (realizaba) en un local para trabajar?",1,C,i8_21,i8_21,"1,2,8,9"
Pregunta I9A.21 Entrevistador: clasifica y registra la respuesta anterior en el siguiente listado. - SIN LOCAL,2,C,i9a_21,i9a_21,01...09
Pregunta I9A.A Entrevistador: clasifica y registra la respuesta anterior en el siguiente listado - ESPECIFICA,250,C,i9a_a,,"A...Z,0...9"
Pregunta I9A.1.21 Entrevistador: clasifica y registra la respuesta anterior en el siguiente listado. - CON LOCAL,2,C,i9a_1_21,i9a_1_21,10...20
Pregunta I9B.21 ¿A qué edad entró a trabajar a su trabajo principal?,2,C,i9b_21,i9b_21,"08...58,88,99"
Pregunta I10.21 ¿Por cuántos años ha realizado este tipo de actividades o trabajo?,2,C,i10_21,i10_21,"01...79,88,99"
Pregunta I11.21 ¿Ese trabajo principal lo realizó alguna vez en Estados Unidos?,1,C,i11_21,i11_21,"1,2,8,9"
"Pregunta I12.1.21 En el trabajo principal a lo largo de su vida, ¿cuáles de las siguientes prestaciones le dan (daban)? - IMSS",1,C,i12_1_21,i12_1_21,"1,2,8,9"
"Pregunta I12.2.21 En el trabajo principal a lo largo de su vida, ¿cuáles de las siguientes prestaciones le dan (daban)? - ISSSTE",1,C,i12_2_21,i12_2_21,"1,2,8,9"
"Pregunta I12.3.21 En el trabajo principal a lo largo de su vida, ¿cuáles de las siguientes prestaciones le dan (daban)? - SAR (Sistema de Ahorro para el Retiro)",1,C,i12_3_21,i12_3_21,"1,2,8,9"
"Pregunta I12.4.21 En el trabajo principal a lo largo de su vida, ¿cuáles de las siguientes prestaciones le dan (daban)? - Cuenta de Afore",1,C,i12_4_21,i12_4_21,"1,2,8,9"
"Pregunta I12.5.21 En el trabajo principal a lo largo de su vida, ¿cuáles de las siguientes prestaciones le dan (daban)? - Crédito para vivienda",1,C,i12_5_21,i12_5_21,"1,2,8,9"
"Pregunta I12.6.21 En el trabajo principal a lo largo de su vida, ¿cuáles de las siguientes prestaciones le dan (daban)? - Servicio médico particular o Seguro de gastos médicos",1,C,i12_6_21,i12_6_21,"1,2,8,9"
"Pregunta I12.7.21 En el trabajo principal a lo largo de su vida, ¿cuáles de las siguientes prestaciones le dan (daban)? - Seguro de vida",1,C,i12_7_21,i12_7_21,"1,2,8,9"
"Pregunta I12.8.21 En el trabajo principal a lo largo de su vida, ¿cuáles de las siguientes prestaciones le dan (daban)? - Otro",1,C,i12_8_21,i12_8_21,"1,2,8,9"
Pregunta I13.21 ¿Recibió usted algún beneficio del IMSS antes de agosto de 1997?,1,C,i13_21,i13_21,"1,2,8,9"
Pregunta I13A.21 ¿Recibió usted algún beneficio del ISSSTE antes de 2007?,1,C,i13a_21,i13a_21,"1,2,8,9"
"Pregunta I14.21 A lo largo de su vida, en algún trabajo ¿alguna vez se aportó una cantidad para recibir una pensión para su jubilación?",1,C,i14_21,i14_21,"1,2,8,9"
Pregunta I15.21 ¿Como por cuántos años se hizo esta aportación?,2,C,i15_21,i15_21,"01...51,88,99"
Pregunta I16.21 ¿Actualmente usted…?,1,C,i16_21,i16_21,"1...3,8,9"
"Pregunta I17.1.21 Regularmente, ¿cuáles días y cuántas horas dedica usted a su trabajo principal? - LUNES",2,C,i17_1_21,i17_1_21,"00...24,88,99"
"Pregunta I17.2.21 Regularmente, ¿cuáles días y cuántas horas dedica usted a su trabajo principal? - MARTES",2,C,i17_2_21,i17_2_21,"00...24,88,99"
"Pregunta I17.3.21 Regularmente, ¿cuáles días y cuántas horas dedica usted a su trabajo principal? - MIÉRCOLES",2,C,i17_3_21,i17_3_21,"00...24,88,99"
"Pregunta I17.4.21 Regularmente, ¿cuáles días y cuántas horas dedica usted a su trabajo principal? - JUEVES",2,C,i17_4_21,i17_4_21,"00...24,88,99"
"Pregunta I17.5.21 Regularmente, ¿cuáles días y cuántas horas dedica usted a su trabajo principal? - VIERNES",2,C,i17_5_21,i17_5_21,"00...24,88,99"
"Pregunta I17.6.21 Regularmente, ¿cuáles días y cuántas horas dedica usted a su trabajo principal? - SÁBADO",2,C,i17_6_21,i17_6_21,"00...24,88,99"
"Pregunta I17.7.21 Regularmente, ¿cuáles días y cuántas horas dedica usted a su trabajo principal? - DOMINGO",2,C,i17_7_21,i17_7_21,"00...24,88,99"
"Pregunta I18.21 Si usted quisiera, ¿podría reducir el número de horas que trabaja, aunque le reduzcan su sueldo?",1,C,i18_21,i18_21,"1,2,8,9"
"Pregunta I19.21 Acerca de las actividades que usted realiza en su trabajo actual, ¿considera que son similares o iguales a las que realizó en su trabajo a lo largo de su vida, o la mayor parte de su vida?",1,C,i19_21,i19_21,"1,2,8,9"
Pregunta I20C.21 Ocupación,4,C,i20c_21,,1003...9999
"Pregunta I21.21 En su trabajo principal actual, ¿usted es…?",2,C,i21_21,i21_21,"01...08,88,99"
"Pregunta I22.21 Ese trabajo principal, ¿usted lo realiza en un local para trabajar?",1,C,i22_21,i22_21,"1,2,8,9"
Pregunta I23A.21 Entrevistador: clasifica y registra la respuesta anterior en el siguiente listado. - SIN LOCAL,2,C,i23a_21,i23a_21,01...09
Pregunta I23A.1.21 Entrevistador: clasifica y registra la respuesta anterior en el siguiente listado. - CON LOCAL,2,C,i23a_1_21,i23a_1_21,10...20
Pregunta I23B.21 ¿A qué edad entró a trabajar a su trabajo principal actual?,2,C,i23b_21,i23b_21,"08...86,88,99"
Pregunta I24.21 ¿Por cuántos años ha realizado este tipo de actividades o trabajo?,2,C,i24_21,i24_21,"01...80,88,99"
"Pregunta I25A1.21 En el trabajo principal actual, ¿cuáles de las siguientes prestaciones le dan? - IMSS",1,C,i25a1_21,i25a1_21,"1,2,8,9"
"Pregunta I25A2.21 En el trabajo principal actual, ¿cuáles de las siguientes prestaciones le dan? - ISSSTE",1,C,i25a2_21,i25a2_21,"1,2,8,9"
"Pregunta I25A3.21 En el trabajo principal actual, ¿cuáles de las siguientes prestaciones le dan? - SAR (Sistema de Ahorro para el Retiro)",1,C,i25a3_21,i25a3_21,"1,2,8,9"
"Pregunta I25A4.21 En el trabajo principal actual, ¿cuáles de las siguientes prestaciones le dan? - Cuenta de Afore",1,C,i25a4_21,i25a4_21,"1,2,8,9"
"Pregunta I25A5.21 En el trabajo principal actual, ¿cuáles de las siguientes prestaciones le dan? - Crédito para vivienda",1,C,i25a5_21,i25a5_21,"1,2,8,9"
"Pregunta I25A6.21 En el trabajo principal actual, ¿cuáles de las siguientes prestaciones le dan? - Servicio médico particular o Seguro de gastos médicos",1,C,i25a6_21,i25a6_21,"1,2,8,9"
"Pregunta I25A7.21 En el trabajo principal actual, ¿cuáles de las siguientes prestaciones le dan? - Seguro de vida",1,C,i25a7_21,i25a7_21,"1,2,8,9"
"Pregunta I25A8.21 En el trabajo principal actual, ¿cuáles de las siguientes prestaciones le dan? - Otro",1,C,i25a8_21,i25a8_21,"1,2,8,9"
"Pregunta I25B1.21 Ahora piense acerca de todos los trabajos que tiene actualmente. Regularmente, ¿cuáles días y cuántas horas dedica usted, contando todos sus trabajos? - LUNES",2,C,i25b1_21,i25b1_21,"00...24,77,88,99"
"Pregunta I25B2.21 Ahora piense acerca de todos los trabajos que tiene actualmente. Regularmente, ¿cuáles días y cuántas horas dedica usted, contando todos sus trabajos? - MARTES",2,C,i25b2_21,i25b2_21,"00...24,77,88,99"
"Pregunta I25B3.21 Ahora piense acerca de todos los trabajos que tiene actualmente. Regularmente, ¿cuáles días y cuántas horas dedica usted, contando todos sus trabajos? - MIÉRCOLES",2,C,i25b3_21,i25b3_21,"00...24,77,88,99"
"Pregunta I25B4.21 Ahora piense acerca de todos los trabajos que tiene actualmente. Regularmente, ¿cuáles días y cuántas horas dedica usted, contando todos sus trabajos? - JUEVES",2,C,i25b4_21,i25b4_21,"00...24,77,88,99"
"Pregunta I25B5.21 Ahora piense acerca de todos los trabajos que tiene actualmente. Regularmente, ¿cuáles días y cuántas horas dedica usted, contando todos sus trabajos? - VIERNES",2,C,i25b5_21,i25b5_21,"00...24,77,88,99"
"Pregunta I25B6.21 Ahora piense acerca de todos los trabajos que tiene actualmente. Regularmente, ¿cuáles días y cuántas horas dedica usted, contando todos sus trabajos? - SÁBADO",2,C,i25b6_21,i25b6_21,"00...24,77,88,99"
"Pregunta I25B7.21 Ahora piense acerca de todos los trabajos que tiene actualmente. Regularmente, ¿cuáles días y cuántas horas dedica usted, contando todos sus trabajos? - DOMINGO",2,C,i25b7_21,i25b7_21,"00...24,77,88,99"
"Pregunta I25C.21 En su trabajo actual (con pago o sin pago), ¿tiene contacto directo con insecticidas o plaguicidas?",1,C,i25c_21,i25c_21,"1,2,8,9"
Pregunta I26.1.21 ¿Cuál es el motivo por el que usted no trabaja? - Se dedica a los quehaceres del hogar,1,C,i26_1_21,i26_1_21,"0,1"
Pregunta I26.2.21 ¿Cuál es el motivo por el que usted no trabaja? - Está pensionado(a) o jubilado(a),1,C,i26_2_21,i26_2_21,"0,1"
Pregunta I26.3.21 ¿Cuál es el motivo por el que usted no trabaja? - Edad avanzada,1,C,i26_3_21,i26_3_21,"0,1"
Pregunta I26.4.21 ¿Cuál es el motivo por el que usted no trabaja? - Está enfermo(a) o con incapacidad temporal,1,C,i26_4_21,i26_4_21,"0,1"
Pregunta I26.5.21 ¿Cuál es el motivo por el que usted no trabaja? - Está incapacitado(a) para trabajar por el resto de su vida,1,C,i26_5_21,i26_5_21,"0,1"
Pregunta I26.6.21 ¿Cuál es el motivo por el que usted no trabaja? - No tiene clientes/no encuentra trabajo,1,C,i26_6_21,i26_6_21,"0,1"
Pregunta I26.7.21 ¿Cuál es el motivo por el que usted no trabaja? - OTRO,1,C,i26_7_21,i26_7_21,"0,1"
Pregunta I26.8.21 ¿Cuál es el motivo por el que usted no trabaja? - NO RESPONDE,1,C,i26_8_21,i26_8_21,"0,1"
Pregunta I26.9.21 ¿Cuál es el motivo por el que usted no trabaja? - NO SABE,1,C,i26_9_21,i26_9_21,"0,1"
"Pregunta I27.21 ¿Ha trabajado usted en alguna empresa, negocio, actividad por su cuenta o como ayudante sin pago alguna vez en su vida?",1,C,i27_21,i27_21,"1,2,8,9"
Pregunta I28.01.21 ¿Cuál es el motivo por el que usted dejó su último trabajo? - Cerró y quebró su fuente de trabajo o hubo recorte de personal,1,C,i28_01_21,i28_01_21,"0,1"
Pregunta I28.02.21 ¿Cuál es el motivo por el que usted dejó su último trabajo? - Era temporal o se terminó la temporada de trabajo,1,C,i28_02_21,i28_02_21,"0,1"
Pregunta I28.03.21 ¿Cuál es el motivo por el que usted dejó su último trabajo? - La empresa o negocio cambió de domicilio,1,C,i28_03_21,i28_03_21,"0,1"
Pregunta I28.04.21 ¿Cuál es el motivo por el que usted dejó su último trabajo? - Ganaba muy poco,1,C,i28_04_21,i28_04_21,"0,1"
Pregunta I28.05.21 ¿Cuál es el motivo por el que usted dejó su último trabajo? - El horario de trabajo era inconveniente,1,C,i28_05_21,i28_05_21,"0,1"
Pregunta I28.06.21 ¿Cuál es el motivo por el que usted dejó su último trabajo? - No se relacionaba con sus estudios o capacitación,1,C,i28_06_21,i28_06_21,"0,1"
Pregunta I28.07.21 ¿Cuál es el motivo por el que usted dejó su último trabajo? - Por cuidado de hijos u otros familiares,1,C,i28_07_21,i28_07_21,"0,1"
Pregunta I28.08.21 ¿Cuál es el motivo por el que usted dejó su último trabajo? - Por enfermedad,1,C,i28_08_21,i28_08_21,"0,1"
Pregunta I28.09.21 ¿Cuál es el motivo por el que usted dejó su último trabajo? - Se jubiló o pensionó,1,C,i28_09_21,i28_09_21,"0,1"
Pregunta I28.10.21 ¿Cuál es el motivo por el que usted dejó su último trabajo? - OTRO,1,C,i28_10_21,i28_10_21,"0,1"
Pregunta I28.11.21 ¿Cuál es el motivo por el que usted dejó su último trabajo? - Dejó de trabajar o perdió su trabajo debido a la pandemia de COVID-19,1,C,i28_11_21,i28_11_21,"0,1"
Pregunta I28.88.21 ¿Cuál es el motivo por el que usted dejó su último trabajo? - NO RESPONDE,1,C,i28_88_21,i28_88_21,"0,1"
Pregunta I28.99.21 ¿Cuál es el motivo por el que usted dejó su último trabajo? - NO SABE,1,C,i28_99_21,i28_99_21,"0,1"
Pregunta I29.1.21 ¿En qué año o hace cuántos años dejó usted el último trabajo que tuvo? - AÑO,4,C,i29_1_21,i29_1_21,"1954...2021,8888,9999"
Pregunta I29.2.21 ¿En qué año o hace cuántos años dejó usted el último trabajo que tuvo? - AÑOS,2,C,i29_2_21,,01…87
Pregunta I30.21 ¿Diría usted que su situación económica es…?,1,C,i30_21,i30_21,"1...5,8,9"
Pregunta I31.21 ¿Diría usted que su situación económica de su hogar es…?,1,C,i31_21,i31_21,"1...5,8,9"
